timestamp,USD,ETH,wBTC,wETH,DAI
1605312000,1428216078,3013686.308,12231.08949,443366.5748,16400548.77
1605225600,1341269715,2906641.489,12153.6605,478765.7748,17092960.04
1605139200,1383274726,2990153.101,11779.94376,443070.1253,17222365.68
1605052800,1451523998,3242976.827,11944.20512,441133.0469,9942860.306
1604966400,1304379626,2941170.322,12056.09419,428958.0662,10229642.45
1604880000,1291351683,2855898.629,12015.36264,432780.7666,9458124.644
1604793600,1198752280,2749242.667,11860.78326,430463.3929,8733651.417
1604707200,1193519326,2620700.29,12053.86323,463582.7723,8789772.834
1604620800,1070437020,2590351.902,11791.32149,427685.8079,9872741.228
1604534400,1058685454,2651685.545,12784.39347,408461.2124,12648403.14
1604448000,1053893924,2735965.535,12505.16913,421602.2548,15563324.66
1604361600,1062383206,2768569.583,11203.56237,442899.5841,11617796.75
1604275200,1093360238,2782087.12,12235.51133,411763.6952,11320767.2
1604188800,1072172205,2781755.974,11879.53479,410407.2441,13190122.47
1604102400,1075087552,2821826.169,11785.39432,414543.1125,12251765.49
1604016000,1047256715,2721631.838,11748.38849,417923.8653,12747063.45
1603929600,1089981266,2809012.875,12003.62415,432522.1533,11052427.36
1603843200,1091168177,2719761.159,11850.28162,448695.3996,7846721.678
1603756800,1089961361,2771604.946,11050.47133,455267.3501,13519953.07
1603670400,1233655097,3037960.739,11746.11438,438161.7871,24550678.49
1603584000,1262037372,3083554.955,11531.50501,434943.7135,24935380.78
1603497600,1266008616,3100302.721,10739.4047,438393.9348,24956251.89
1603411200,1156143925,2801075.53,12233.27193,383595.6249,11249313.45
1603324800,1071902493,2755179.265,12916.6038,328407.8645,11562265.04
1603238400,961115848,2619129.736,14606.61368,326236.2925,10358794.05
1603152000,1056228302,2797362.948,15206.14978,356764.3745,10849806.44
1603065600,1087195523,2886104.388,15705.52365,355539.1213,10545879.5
1602979200,1071884902,2908541.78,15629.61262,353762.5307,10954764.01
1602892800,1089202360,2981175.717,15371.1394,361922.5262,9877506.234
1602806400,1107559729,2963687.696,14990.05311,356232.8719,10549981.71
1602720000,1133266097,3004417.012,15029.86747,341693.4311,10101734.68
1602633600,1154299271,3037949.445,15067.05794,341034.1872,10420921.74
1602547200,1173304812,3051428.603,14222.61937,335909.6191,9183986.89
1602460800,1142108406,3057444.535,15436.95581,315503.4578,7258282.313
1602374400,1160655252,3136397.481,16269.25278,296717.4969,10204315.36
1602288000,1196560689,3278068.843,16348.91889,292198.2758,9083363.887
1602201600,1199571267,3416316.655,17040.68656,299302.1198,11890984.11
1602115200,1161761438,3404229.607,16788.9561,321638.769,14308206.23
1602028800,1222205475,3579247.006,16587.27293,303149.0717,13554177.96
1601942400,1272821866,3613610.045,16439.09727,295668.6407,12840807.1
1601856000,1411169847,3999801.159,13693.16267,405720.271,12128761.53
1601769600,1415924952,4076598.486,11799.46537,448029.0341,12138493.62
1601683200,1385713831,3993987.119,12142.77643,459536.9334,11975669.23
1601596800,1469642918,4148135.477,12464.20787,458636.9069,10861216.63
1601510400,1492932386,4133028.033,11058.27551,485930.784,14036887.19
1601424000,1526457152,4236745.821,6718.20456,542403.9411,10862512.1
1601337600,1613725928,4542891.526,7093.895599,540311.4286,9917995.45
1601251200,1510168016,4217050.672,5715.827971,394086.3185,11575009.01
1601164800,1533342774,4305328.581,13199.60592,371522.1958,8788610.331
1601078400,1463106918,4122937.746,12994.65399,296977.2966,8353055.509
1600992000,1394326119,3977878.92,12079.1116,203399.9088,10302936.07
1600905600,1334356280,4094373.366,11762.4292,226705.827,14237176.5
1600819200,1236038668,3567828.969,11560.44792,244135.7874,12543498.27
1600732800,1190653053,3478796.976,10361.50532,223254.2301,16314217.81
1600646400,1276539451,3429898.036,10485.05691,233347.3423,10393195.1
1600560000,1307855982,3391127.083,10524.07281,240489.5128,5618268.409
1600473600,1315107874,3413470.745,10417.73644,234353.9355,7269241.615
1600387200,1356478692,3485389.378,16291.96844,211904.0454,6750579.436
1600300800,1415655161,3874579.634,16870.87858,269699.0721,12998518.37
1600214400,1399074523,3832345.914,17777.56676,224524.6094,4880753.135
1600128000,1477443714,3904965.545,17810.43948,157811.4137,2030344.713
1600041600,1500372773,4062197.842,17262.80007,160985.229,4679702.022
1599955200,1555030440,3982866.173,16396.67711,151658.4028,3316852.124
1599868800,1498021765,3979337.933,17704.88831,90525.8222,2212291.321
1599782400,1557645044,4200655.441,17569.51162,67082.37908,3709900.488
1599696000,1461730201,4129414.659,17892.69022,124815.0647,2912407.597
1599609600,1324685804,3910857.948,14869.89738,156136.118,3093894.683
1599523200,1375876404,3896563.025,14955.83531,75225.96957,3215053.565
1599436800,1377230277,3873411.736,14792.26283,101046.6902,4534859.179
1599350400,1308709962,3872954.224,13635.15752,249565.2461,2256690.055
1599264000,1480087708,3808671.182,12243.58972,170909.1482,5219880.498
1599177600,1441017788,3714442.036,9661.05012,195980.445,17875831.18
1599091200,1516734532,3440945.874,9191.285079,160248.3045,8963190.517
1599004800,1576176127,3329832.316,8077.516806,128783.2883,3980416.539
1598918400,1527482823,3519302.405,7847.458767,136296.7707,4906066.211
1598832000,1706841353,3981992.705,5458.766072,143150.931,8705699.749
1598745600,1665788870,4148913.748,4782.458509,168674.826,10003536.5
1598659200,1548922018,3902058.239,4947.892132,152328.8956,14754478.49
1598572800,1452058078,3777859.502,4210.848176,212598.0478,17123971.89
1598486400,1484185918,3819315.28,4375.250893,211703.168,17465391.85
1598400000,1420219574,3678562.925,5550.460154,211728.3247,15149345.83
1598313600,1388563911,3397181.365,5593.221699,192057.5785,4473126.885
1598227200,1337140848,3415255.537,5318.738028,181155.2247,20271498.55
1598140800,1382364225,3495762.252,5056.254725,166710.653,22810379.97
1598054400,1309290148,3371852.042,6002.48021,180549.5495,30671586.89
1597968000,1288105158,3096257.771,5196.621275,166986.5137,29060698.87
1597881600,1221647784,2997540.876,3575.166225,154515.6228,27894504.28
1597795200,1136310422,2678019.424,4745.462722,142809.753,25552363.11
1597708800,1173150209,2721989.394,5921.683788,151577.234,25596803.48
1597622400,1095356278,2558108.031,1466.531508,153095.8975,25211301.16
1597536000,1028348587,2383747.304,3110.286655,154632.1451,25164817.16
1597449600,962059248,2208634.836,3625.811222,146514.9203,23677115.39
1597363200,539224415,1279906.041,2434.340524,135940.7625,1957532.126
1597276800,541395297,1396824.73,2803.38011,98225.05025,5329297.73
1597190400,535725423,1411363.673,2779.912998,93808.65049,5953097.784
1597104000,548316502,1387510.76,2810.643988,132670.7227,3264458.14
1597017600,594970029,1526268.609,3616.194328,128893.5599,5262005.801
1596931200,572636268,1454609.871,3637.062934,122485.5631,3859582.857
1596844800,530389320,1398189.803,3579.992233,118868.2109,4145800.548
1596758400,513562131,1305013.928,2506.445796,96319.2386,3298308.694
1596672000,484209858,1213072.096,2507.442982,94870.80859,4070822.636
1596585600,491019178,1262682.074,2525.90199,94855.7252,4741011.133
1596499200,480146005,1242067.426,2475.10822,92901.66873,6066464.418
1596412800,535915555,1442261.572,2832.265326,91326.58042,4607616.363
1596326400,502780348,1299744.973,2834.568467,90316.35209,3059323.369
1596240000,495521321,1430199.789,2833.687617,88377.81778,2521784.257
1596153600,465081901,1390171.577,2864.475444,87045.75279,1291238.131
1596067200,418713852,1314436.829,2819.484224,80997.79666,1135594.071
1595980800,392192859,1240684.758,2778.759908,80678.36665,1019787.282
1595894400,378434505,1180762.886,2920.019282,78560.42133,2171803.823
1595808000,474049629,1529241.682,5433.893166,75375.99578,4401287.746
1595721600,621178149,2058312.565,5483.999848,73231.72969,20794156.76
1595635200,565240288,2032434.245,5829.061374,70496.40826,1502433.574
1595548800,584936590,2131460.081,5625.21588,68123.52294,1955076.431
1595462400,525800149,2002209.166,4006.458089,57278.93684,783901.9667
1595376000,483132216,1973256.886,2723.613052,57930.01733,3692209.713
1595289600,436208813,1843655.169,2657.643382,56024.54358,4948649.182
1595203200,363101879,1525061.443,2541.613723,52052.30165,2403294.75
1595116800,251396702,1064158.068,2013.090617,41019.47806,512373.7816
1595030400,243457348,1050245.235,1732.200087,39804.45528,667747.6453
1594944000,226587304,965392.6292,1734.584989,41331.6429,707587.8017
1594857600,217961484,913118.9108,1720.23453,40066.94622,715447.3334
1594771200,207111403,861815.0924,1889.167259,41992.0563,498282.6581
1594684800,185998640,774897.4711,1090.355677,41538.80509,469776.9829
1594598400,192559909,794716.917,946.394175,41030.00395,467339.3161
1594512000,178735323,745973.8022,940.422966,41039.80925,492243.1203
1594425600,160275688,663887.3664,922.857246,40964.71745,488935.0789
1594339200,156326174,645842.4871,661.173585,40732.5792,722406.8416
1594252800,161340437,655162.9863,624.051378,42920.93466,543557.3606
1594166400,158409258,661637.5324,615.564408,41137.39556,473485.404
1594080000,145308613,603641.6293,559.670193,40654.3809,499012.7285
1593993600,127430064,555977.5916,562.329469,38521.27313,824913.9329
1593907200,129552854,559962.1974,574.89664,41779.63329,628060.2684
1593820800,125994230,554698.556,177.891823,42561.34306,389995.196
1593734400,121002197,531947.936,170.417034,41848.69118,88596.64031
1593648000,124301414,533803.2036,176.991392,41737.92278,1102710.997
1593561600,117500520,517441.078,170.142068,42869.94759,1748250.919
1593475200,118759154,520827.7958,357.372269,43233.46096,1893998.589
1593388800,115494406,510089.2412,347.995496,43095.0977,2002301.172
1593302400,113699629,509886.672,325.803256,42323.33595,1586771.044
1593216000,111947841,484350.1103,337.961607,42281.29202,1146881.082
1593129600,117638496,501229.2118,293.064359,41280.33278,870168.1305
1593043200,125888304,533538.0547,304.613775,41730.2588,1546249.862
1592956800,128899887,530430.3815,140.341045,42267.83096,1680582.921
1592870400,123770172,511743.0414,22.61188,32379.43134,1911403.38
1592784000,133535635,581170.8883,719.240431,27144.31112,2081689.575
1592697600,109441962,475648.4941,36.790476,43300.8895,1226935.173
1592611200,102765588,447098.4903,40.365546,40585.36155,685283.4195
1592524800,100050551,432988.0599,124.546101,39081.02474,741096.9954
1592438400,87193198,374251.8585,132.496745,39359.28333,1114921.211
1592352000,86991027,370221.8453,134.214968,39585.7875,1259539.836
1592265600,82490597,357287.7555,126.453664,50410.36321,1294971.873
1592179200,83519594,358930.7405,106.274225,50213.48632,1364130.187
1592092800,88112861,371001.52,105.950761,52023.50063,1521859.438
1592006400,89746232,376689.3263,104.819557,51825.1156,1548537.333
1591920000,84495993,365846.8696,103.822247,50062.482,1654836.497
1591833600,90067030,366707.5038,103.433045,49143.85127,1507910.335
1591747200,82982168,340188.4475,104.753045,47243.07607,1731953.847
1591660800,75465714,306447.3077,100.34151,43961.69819,1627903.195
1591574400,75132513,308311.8429,105.32881,43679.83657,4106173.864
1591488000,72102106,299067.1782,103.580445,43894.86695,2214080.239
1591401600,71145051,296215.5508,106.256712,43654.21997,2226295.91
1591315200,69560262,287261.0448,101.026826,43715.90234,2263849.981
1591228800,70425026,289958.111,101.101042,43606.05536,2333092.929
1591142400,67691982,285355.2904,89.137251,43783.13434,2431378.598
1591056000,69740673,285646.8278,88.443886,43357.1795,2764254.101
1590969600,66679796,287971.4792,89.217718,43602.99409,2872116.833
1590883200,66560684,273552.0467,86.772314,43586.47762,2400632.058
1590796800,60761510,276792.5929,89.801342,43360.60929,2271702.515
1590710400,58351342,266834.379,89.767132,43670.12007,2212544.702
1590624000,57758417,278407.4858,90.347855,43990.79529,2193160.251
1590537600,56716062,279169.433,90.673867,43891.01467,2103259.153
1590451200,57366137,277775.2131,87.131496,43823.20083,1912860.144
1590364800,57982695,281715.5524,87.120993,42838.65552,1912093.032
1590278400,57846896,276132.0158,85.640882,40805.70311,1671594.349
1590192000,59268797,283095.1328,92.439851,38534.25893,1764290.955
1590105600,56336622,280184.1249,92.717277,38393.2938,1704585.099
1590019200,59184479,281335.1666,92.753905,38308.10862,1838165.39
1589932800,57453206,268799.5041,94.27992,38426.94431,1913939.123
1589846400,55261199,258000.8357,93.904831,36557.6787,1908946.212
1589760000,54848200,265544.4202,92.181537,39617.10358,1699348.437
1589673600,55021885,273999.7261,92.538581,41517.98461,1351189.51
1589587200,54135328,277460.5505,92.535571,41922.78022,1201844.542
1589500800,54851922,270419.651,92.496099,43474.42225,1080976.293
1589414400,52170448,260669.7712,91.539254,43481.58948,999744.138
1589328000,50115677,261277.7071,88.874523,42950.03449,1053426.306
1589241600,50757599,271663.45,88.340004,43004.49261,1101767.382
1589155200,52296525,277626.6125,82.55361,42953.90152,1198388.588
1589068800,54986811,262680.0315,78.192076,42988.79854,1250936.997
1588982400,53697413,254731.5607,76.886946,42815.70473,1113527.715
1588896000,49639173,235111.8884,72.327376,42444.8483,874517.2095
1588809600,47830139,240679.0067,73.971695,42400.17071,833289.5264
1588723200,44573440,217134.8402,68.280354,41937.79473,479275.081
1588636800,44651782,215646.5855,67.613305,38062.18373,673607.2197
1588550400,43755542,207933.9543,58.07131,37413.83514,377879.8161
1588464000,45044515,211218.7705,61.806826,39256.31294,577986.4713
1588377600,45584737,214314.7015,61.637522,39543.544,324875.8839
1588291200,44596707,215682.6764,61.82359,38935.05545,570158.476
1588204800,46076719,214519.8519,61.706543,37997.75758,535508.5375
1588118400,44286581,225675.6064,59.222048,37386.01427,782265.4511
1588032000,40580038,206893.2293,59.505969,34366.93532,713825.8733
1587945600,41577350,211600.3359,56.570679,34345.66957,745120.7084
1587859200,40395846,207968.7294,54.970679,33832.0289,560195.6597
1587772800,39960277,213326.2706,54.966817,33649.10919,851862.0375
1587686400,39143810,211519.5612,54.963814,34906.52964,564590.5445
1587600000,42343073,230250.5329,54.957114,36482.51179,304216.0872
1587513600,41763476,240767.1855,55.168485,36313.95234,192177.462
1587427200,47752942,275328.3095,55.165876,36857.6483,209278.6369
1587340800,50785438,278673.3867,54.28363,36972.75027,515142.0852
1587254400,46543743,245963.8694,48.654069,39991.63552,871418.5827
1587168000,44004125,254830.4668,49.096123,39966.71481,1070823.738
1587081600,44021214,253636.8633,48.319082,40088.70161,1069164.275
1586995200,38939832,249071.4596,47.604882,39930.05096,968289.5071
1586908800,39688173,246021.4047,47.424486,39089.72402,975281.0438
1586822400,39734267,252361.175,47.198229,39133.76394,903244.4166
1586736000,40690350,255175.9062,46.88015,39086.78089,924327.9145
1586649600,40092788,250940.6522,46.356893,38796.80247,966531.6773
1586563200,38837334,245340.0758,46.756893,38566.65277,989219.5736
1586476800,41238721,242238.7277,46.808216,38002.10097,1117588.957
1586390400,39504635,227928.8888,46.574117,38070.80923,999789.9613
1586304000,36939761,223795.959,55.007489,37213.09274,1027698.171
1586217600,35078900,204446.3224,55.09579,36225.79968,630796.9787
1586131200,32846185,228352.2316,55.467702,36179.2474,476325.8595
1586044800,33030652,227923.3508,55.067702,36027.14481,472425.2332
1585958400,32808992,231489.3953,54.960841,35779.65737,447237.7452
1585872000,32460303,228819.2796,60.110841,35784.7895,427667.3101
1585785600,31887349,233658.3059,60.210841,35341.3555,418459.1916
1585699200,31533983,234470.838,60.110841,39268.93243,415468.6818
1585612800,31354589,235855.1903,62.707291,39225.54757,403589.9606
1585526400,29901248,236879.0937,62.707291,39943.40868,394090.8868
1585440000,31214788,235636.6574,62.72538,39963.21495,388823.4703
1585353600,32221566,242103.584,62.728774,40482.87089,420629.8854
1585267200,31587435,225254.4748,62.809269,36576.21512,456556.6127
1585180800,30548029,222377.7317,62.355169,36765.14852,308077.8739
1585094400,31701437,226600.6934,54.680155,36359.27215,223949.2809
1585008000,30908311,224853.1282,51.514129,36156.96468,241363.0459
1584921600,28741584,231656.1941,51.553902,36130.9149,240992.1323
1584835200,31419410,235210.4357,51.511965,35959.93898,248062.2963
1584748800,30770973,229668.4057,54.666144,36054.65333,196209.1504
1584662400,30266655,220185.1811,53.759344,36025.44536,117656.3567
1584576000,26517680,221368.0608,51.870614,35534.40954,229168.4868
1584489600,25453648,218242.7163,51.108705,35549.01274,127796.1479
1584403200,25668055,228709.3914,47.165704,42254.28092,101320.2015
1584316800,27957240,221724.4825,29.824538,41917.76763,188268.7884
1584230400,26207178,211194.923,32.312201,34645.37577,176355.8813
1584144000,26559741,195335.3019,32.357568,33759.55125,127494.8614
1584057600,23303732,213169.8866,37.902594,33323.20726,69575.86234
1583971200,29250334,148690.1891,29.479686,28438.50589,165400.9156
1583884800,29534575,146131.1909,29.906112,28694.46058,448571.0551
1583798400,28331477,138920.6482,27.937212,28577.95611,351430.1514
1583712000,28404990,140967.6923,25.643198,28098.3508,943857.0267
1583625600,25029038,104027.5894,25.500012,28044.20961,213434.4228
1583539200,25837898,104564.5407,25.72619,27842.5224,262390.3537
1583452800,25152246,109338.5759,25.706755,27737.74828,785349.6234
1583366400,23906774,105075.4835,25.378875,27912.72633,883293.6172
1583280000,24216240,107255.9128,22.207506,27889.28499,198396.0962
1583193600,23108558,98623.86582,22.454663,27858.65496,211909.8492
1583107200,22651918,102437.1094,22.089454,28381.20758,193799.8805
1583020800,22630631,101701.5594,21.63603,28038.20494,154068.0128
1582934400,22617766,98427.98207,21.022688,27697.12641,167773.2805
1582848000,21800430,94743.28553,20.670655,23653.17889,209988.3834
1582761600,21129961,93840.03642,19.669854,23399.66571,204412.9475
1582675200,18461674,74316.37549,20.340026,22899.60275,192358.3697
1582588800,19035519,71230.05164,20.015449,23602.40654,183894.5313
1582502400,18984203,68940.70886,18.723868,23531.48132,188156.3946
1582416000,18167882,68591.69404,18.635399,24478.00225,201447.1861
1582329600,18198197,68191.24293,18.428658,25002.22636,192184.8799
1582243200,17875699,69116.88126,15.293479,26263.58663,184379.1048
1582156800,17432688,67115.91592,13.870854,24536.39993,144173.5105
1582070400,18281861,64737.46813,13.846338,25784.95322,206700.3375
1581984000,17216664,64318.08129,13.42757,25505.20592,167145.6774
1581897600,17041618,65749.51966,22.765588,25179.05767,153536.9102
1581811200,17017360,64255.24845,15.19683,24902.66792,136335.231
1581724800,17332952,60715.1184,19.037943,24917.71068,155711.3147
1581638400,13969696,52092.68747,17.999617,20117.86516,129667.5862
1581552000,14322013,53894.8333,18.186569,19649.56968,122451.3476
1581465600,13276505,55997.74347,16.55909,19330.09881,164013.4561
1581379200,12531966,56288.02551,16.394828,19479.66589,101335.6443
1581292800,12222564,53560.75372,15.948034,19020.62451,92043.40295
1581206400,11620994,52119.09225,16.691305,19822.25982,98367.5622
1581120000,11588732,51993.05487,24.977307,19930.84914,97795.0935
1581033600,10377338,48763.39458,24.177319,19778.51038,79629.18749
1580947200,9888107,48535.35071,23.695422,19185.15722,84153.67171
1580860800,9001032,47601.84039,22.167978,19206.34112,83547.10612
1580774400,8658942,45657.48484,21.932581,19028.15914,81640.68695
1580688000,8259838,43844.3548,20.542836,18860.48844,66955.0002
1580601600,7779524,42397.53665,19.84593,18665.56822,69114.15215
1580515200,7428637,41346.00657,17.098343,18600.7591,66261.30332
1580428800,7322673,39719.42395,16.987893,17300.39949,59181.21717
1580342400,6868357,39527.83725,17.09667,16577.9128,72291.64343
1580256000,6849349,39005.40433,16.780128,18485.36529,58973.32229
1580169600,6494324,38224.39082,16.437142,17952.21732,54716.68902
1580083200,6225580,37017.36235,10.90994,17791.2431,46275.84583
1579996800,5857478,36168.4347,10.886683,16843.19395,49754.65395
1579910400,5881962,35997.31946,10.538519,16787.56132,39351.37128
1579824000,5667306,34709.12543,10.561074,15642.38879,68655.46191
1579737600,5785449,34201.04635,10.559257,15813.84115,94857.4249
1579651200,5571047,32873.35222,13.461574,16717.37865,115291.7003
1579564800,4789134,28644.85914,10.802843,16287.95947,68608.24116
1579478400,4717132,28195.64854,10.761041,15680.66595,85305.452
1579392000,4539877,26026.92771,10.54464,13759.77379,63915.42022
1579305600,4367609,25719.04958,10.634069,13482.91901,31636.22224
1579219200,4174791,25386.38492,9.501921,13454.31838,34807.76228
1579132800,3991675,24011.51949,7.645568,12463.47808,26423.39112
1579046400,3817565,23018.17908,6.891001,11337.70493,24951.83831
1578960000,3540411,24533.3726,5.020165,11799.34108,20767.18768
1578873600,2691142,18308.3339,4.844115,11686.3135,31069.13058
1578787200,2601567,18194.04853,3.794598,11656.56843,20675.72289
1578700800,2372804,16330.37853,1.070432,11656.46212,10474.95653
1578614400,1901511,13739.24133,0.502277,10746.02072,7089.07496
1578528000,1775922,12596.08483,0,10513.03076,2055.66912
1578441600,1536710,10731.96452,0,10407.24826,
1578355200,1536575,10614.63802,0,10407.24826,